"cruise_station_ID","STRATUM","AREA.x","SVVESSEL","SVGEAR","START_TOW_DATE_GMT","END_TOW_DATE_GMT","START_TOW_LAT.x","START_TOW_LON.x","END_TOW_LAT.x","END_TOW_LON.x","TOWDUR","AVGDEPTH","AIRTEMP","BAROPRESS","WINDDIR","WINDSP","WEATHER","WAVEHGT","SWELLDIR","SWELLHGT","SURFTEMP","SURFSALIN","BOTTEMP","BOTSALIN","LOGGED_SPECIES_NAME","SVSPP","EXPCATCHNUM","EXPCATCHWT","undersized_fish_WT","CATCHWT_updated","SWEPT_AREA","nefsc_species_cpua","trip_haul_ID","START_TOW_DATE","AREA.y","VESSELNAME","NEGEAR","GEARNM","NETNAME","NETTYPE","HDROPLEN","FTROPLEN","GRCABLEN","BRDTPLEN","CODHUNG","LINERHUNG","EXCLUSD","EXCLTYP","NETOHORIZ","DOORSPREAD","GRCABTYP","BRDLGTYP","FTROPTYP","NSWEEPS","SWEEPDIA","CODLINERUSD","LINERMSIZE","CODMSIZE","MSWGTAVG","NESPP4","COMNAME","CATDISP","FISHDISP","FISHDISPDESC","START_TOW_LAT.y","START_TOW_LON.y","END_TOW_LAT.y","END_TOW_LON.y","HAULDUR","HAILWT","LIVE_WT","survey_comercial_ID","strata","trawl_type","swept_area","ob_species_catch","ob_species_cpua","time_dif"
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"LEUCORAJA OCELLATA (WINTER SKATE)",23,4,11.16,0,11.16,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"LEUCORAJA OCELLATA (WINTER SKATE)",23,4,11.16,0,11.16,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"POLLOCK",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,45,50.85,3,1260,5,NA,50.85,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"LEUCORAJA OCELLATA (WINTER SKATE)",23,4,11.16,0,11.16,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,"COD, ATLANTIC",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,1495,1495,3,1260,5,NA,1495,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"LEUCORAJA OCELLATA (WINTER SKATE)",23,4,11.16,0,11.16,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"FLOUNDER, WINTER (BLACKBACK)",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,4,4,3,1260,5,NA,4,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"LEUCORAJA OCELLATA (WINTER SKATE)",23,4,11.16,0,11.16,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"LEUCORAJA OCELLATA (WINTER SKATE)",23,4,11.16,0,11.16,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"POLLOCK",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,45,50.85,3,1260,5,NA,50.85,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,"COD, ATLANTIC",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,1495,1495,3,1260,5,NA,1495,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"FLOUNDER, WINTER (BLACKBACK)",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,4,4,3,1260,5,NA,4,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"POLLOCK",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,45,50.85,3,1260,5,NA,50.85,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,"COD, ATLANTIC",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,1495,1495,3,1260,5,NA,1495,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"FLOUNDER, WINTER (BLACKBACK)",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,4,4,3,1260,5,NA,4,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"GADUS MORHUA (ATLANTIC COD)",73,47,55.03,8.61954188546466,46.4104581145353,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"POLLOCK",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,45,50.85,3,1260,5,NA,50.85,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,"COD, ATLANTIC",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,1495,1495,3,1260,5,NA,1495,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"FLOUNDER, WINTER (BLACKBACK)",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,4,4,3,1260,5,NA,4,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"POLLOCK",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,45,50.85,3,1260,5,NA,50.85,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,"COD, ATLANTIC",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,1495,1495,3,1260,5,NA,1495,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"FLOUNDER, WINTER (BLACKBACK)",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,4,4,3,1260,5,NA,4,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"POLLACHIUS VIRENS (POLLOCK)",75,15,34.87,0,34.87,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,"POLLOCK",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,45,50.85,3,1260,5,NA,50.85,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"HIPPOGLOSSOIDES PLATESSOIDES (AM PLAICE)",102,2,0.6,0.213262031769259,0.386737968230741,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,"COD, ATLANTIC",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,1495,1495,3,1260,5,NA,1495,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"HIPPOGLOSSOIDES PLATESSOIDES (AM PLAICE)",102,2,0.6,0.213262031769259,0.386737968230741,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"FLOUNDER, WINTER (BLACKBACK)",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,4,4,3,1260,5,NA,4,NA,-0.923611111111111
"201102_363",1260,514,"HB",10,2011-05-09 21:50:00,2011-05-09 22:10:00,42.398018,-70.389557,42.40888,-70.407255,20.03,33,10.4,1011.2,13.9,20.7,0,0,0,0,8.44,30.086,4.59,31.906,"HIPPOGLOSSOIDES PLATESSOIDES (AM PLAICE)",102,2,0.6,0.213262031769259,0.386737968230741,NA,NA,"H34017_51",2011-05-11,514,"AMERICA",50,"TRAWL,OTTER,BOTTOM,FISH",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,"FLOUNDER, YELLOWTAIL",1,100,"KEPT, GENERAL",42.375,-70.356667,42.421667,-70.411667,1.3,9,9,3,1260,5,NA,9,NA,-0.923611111111111
